MATERIAL NUMBER,Description,MT,MT+PVN
2466110226,CAM PLATE,56.65,68.55
2466110227,CAM PLATE,88.71,107.34
2466110234,CAM PLATE,57.97,70.14
2466111003,CAM PLATE,139.24,168.48
2466111009,CAM PLATE,74.55,90.20
2466111026,CAM PLATE,87.21,105.53
2466111056,CAM PLATE,125.74,152.14
2466111062,CAM PLATE,129.10,156.21
2466111072,CAM PLATE,146.48,177.24
2466111075,CAM PLATE,61.62,74.56
2466111080,CAM PLATE,61.62,74.56
2466111081,CAM PLATE,69.89,84.56
2466111085,CAM PLATE,74.92,90.65
2466434003,COUPLING HALF,15.64,18.92
2466434005,COUPLING HALF,18.80,22.75
2467010001,PARTS SET,51.39,62.18
2467010002,PARTS SET,8.71,10.54
2467010003,PARTS SET,8.77,10.61
2467010007,PARTS SET,31.19,37.74
2467010014,PARTS SET,260.59,315.31
2467010015,PARTS SET,306.11,370.40
2467010016,PARTS SET,242.99,294.02
2467010017,PARTS SET,106.65,129.05
2467010018,PARTS SET,116.75,141.27
2467010019,PARTS SET,130.11,157.43
2467010020,PARTS SET,134.89,163.21
2467010022,PARTS SET,472.37,571.57
2467010023,PARTS SET,425.81,515.23
2467010027,PARTS SET,122.68,148.44
2467010028,PARTS SET,419.71,507.84
2467010029,PARTS SET,21.91,26.51
2467010030,PARTS SET,103.60,125.35
2467135192,POSITIONER,357.33,432.37
2467135193,POSITIONER,563.27,681.56
2467135194,POSITIONER,435.17,526.55
2467135195,POSITIONER,416.85,504.39
2467135196,POSITIONER,517.29,625.92
2467135197,POSITIONER,413.42,500.24
2467135198,POSITIONER,636.70,770.41
2467135199,POSITIONER,411.13,497.47
2467135200,POSITIONER,518.80,627.75
2467135201,POSITIONER,435.93,527.48
2467135202,POSITIONER,435.93,527.48
2467135203,POSITIONER,374.68,453.37
2467135205,POSITIONER,451.19,545.94
2467135207,POSITIONER,359.80,435.36
2467135210,POSITIONER,374.30,452.90
2467135211,POSITIONER,398.16,481.77
2467135213,POSITIONER,443.74,536.93
2467135215,POSITIONER,479.99,580.79
2467135216,POSITIONER,385.95,467.00
2467135238,POSITIONER,468.92,567.39
2467135240,POSITIONER,445.09,538.56
2467135241,POSITIONER,481.77,582.94
2467135242,POSITIONER,524.10,634.16
2467135243,POSITIONER,404.26,489.16
2467135244,POSITIONER,427.34,517.08
2467135245,POSITIONER,520.82,630.19
2467135246,POSITIONER,436.69,528.40
2467135248,POSITIONER,406.55,491.93
2467135249,POSITIONER,564.95,683.58
2467135250,POSITIONER,366.49,443.45
2467135252,POSITIONER,416.85,504.39
2467135253,POSITIONER,375.83,454.75
2467413012,OVERFLOW VALVE,76.69,92.80
2467413025,OVERFLOW VALVE,48.70,58.93
2467413027,OVERFLOW VALVE,17.70,21.41
2468334003,HYDRAULIC HEAD,996.81,1206.14
2468334009,HYDRAULIC HEAD,560.72,678.48
2468334010,HYDRAULIC HEAD,988.86,1196.53
2468334013,HYDRAULIC HEAD,522.15,631.81
2468334021,HYDRAULIC HEAD,520.97,630.37
2468334024,HYDRAULIC HEAD,522.15,631.81
2468334028,HYDRAULIC HEAD,528.28,639.22
2468334029,HYDRAULIC HEAD,567.25,686.37
2468334043,HYDRAULIC HEAD,835.24,1010.64
2468334044,HYDRAULIC HEAD,526.68,637.28
2468334048,HYDRAULIC HEAD,522.15,631.81
2468334055,HYDRAULIC HEAD,520.01,629.22
2468334058,HYDRAULIC HEAD,522.63,632.38
2468334059,HYDRAULIC HEAD,522.15,631.81
2468334062,HYDRAULIC HEAD,374.67,453.35
2468334064,HYDRAULIC HEAD,522.15,631.81
2468334066,HYDRAULIC HEAD,507.89,614.54
2468334068,HYDRAULIC HEAD,524.77,634.97
2468334073,HYDRAULIC HEAD,522.15,631.81
2468334078,HYDRAULIC HEAD,525.25,635.55
2468334090,HYDRAULIC HEAD,522.15,631.81
2468334091,HYDRAULIC HEAD,491.41,594.60
2468334092,HYDRAULIC HEAD,523.58,633.54
2468334093,HYDRAULIC HEAD,522.15,631.81
2468334096,HYDRAULIC HEAD,523.58,633.54
2468334097,HYDRAULIC HEAD,518.83,627.78
2468334098,HYDRAULIC HEAD,479.73,580.48
2468334102,HYDRAULIC HEAD,333.82,403.93
2468334104,HYDRAULIC HEAD,333.82,403.93
2468334105,HYDRAULIC HEAD,374.67,453.35
2468335022,HYDRAULIC HEAD,698.68,845.40
2468335024,HYDRAULIC HEAD,527.70,638.52
2468335027,HYDRAULIC HEAD,624.84,756.06
2468335038,HYDRAULIC HEAD,786.39,951.54
2468335039,HYDRAULIC HEAD,700.46,847.56
2468335041,HYDRAULIC HEAD,518.83,627.78
2468335043,HYDRAULIC HEAD,524.29,634.39
2468335044,HYDRAULIC HEAD,700.46,847.56
2468335045,HYDRAULIC HEAD,524.29,634.39
2468335046,HYDRAULIC HEAD,528.26,639.19
2468335047,HYDRAULIC HEAD,644.61,779.98
2468336013,HYDRAULIC HEAD,648.32,784.47
2468336020,HYDRAULIC HEAD,734.25,888.45
2468336027,HYDRAULIC HEAD,531.40,642.99
2468336029,HYDRAULIC HEAD,658.94,797.31
2468336031,HYDRAULIC HEAD,508.36,615.12
2468336032,HYDRAULIC HEAD,659.46,797.95
2468336037,HYDRAULIC HEAD,316.31,382.74
2468336038,HYDRAULIC HEAD,253.20,306.38
2468336039,HYDRAULIC HEAD,339.83,411.20
2468532201,DELIVERY VALVE,23.61,28.56
2468532202,DELIVERY VALVE,27.85,33.70
2469403005,GUIDE,2.65,3.21
2469403019,O-RING,1.10,1.34
2469403022,SEAL  RING,3.07,3.72
2469403024,COVER,0.81,0.98
2469403026,WOODRUFF KEY,1.94,2.35
2469403033,CAMSHAFT,310.90,376.19
2469403035,WASHER,1.94,2.35
2469403036,CONICAL SPRING WASHER,3.36,4.07
2469403038,HEX SCREW,4.34,5.25
2469403039,TORX SH CAP SCREW,1.57,1.90
2469403040,SPRING LOCK WASHER,1.57,1.90
2469403041,HEX NUT,8.14,9.85
2469403051,FLOW THROTTLE,30.08,36.40
2469403053,SEALING DISK,0.98,1.18
2469403054,SCREW PLUG,1.12,1.35
2469403056,SCREW PLUG,3.13,3.78
2469403057,SEALING DISK,1.34,1.62
2469403058,SCREW PLUG,4.83,5.84
2469403060,NUT,1.72,2.08
2469403061,SPRING DISK,2.62,3.17
2469403062,COMPRESSION SPRING,11.35,13.73
2469403063,SPRING DISK,3.69,4.46
2469403064,RADIAL SEAL,8.69,10.51
2469403065,O-RING,5.74,6.95
2469403066,SEALING WASHER,5.34,6.46
2469403067,PLUG,4.14,5.01
2469403068,WOODRUFF KEY,1.83,2.21
2469403070,SEAL  RING,1.52,1.84
2469403072,TORX SH CAP SCREW,1.57,1.90
2469403073,SCREW PLUG,5.36,6.49
2469403074,O-RING,3.13,3.78
2469403075,VALVE SPRING,3.38,4.09
2469403076,TORX SH CAP SCREW,2.90,3.50
2469403077,PLUG,1.08,1.31
2469403078,CLIP,2.62,3.17
2469403080,SPACER,5.21,6.30
2469403094,SEALING DISK,1.34,1.62
2469403104,NAIL,0.81,0.98
2469403106,SHIM,2.51,3.04
2469403107,SHIM,2.53,3.07
2469403108,SHIM,2.53,3.07
2469403109,SHIM,2.53,3.07
2469403118,SCREW PLUG,3.36,4.07
2469403119,SEALING FLANGE,1.30,1.58
2469403120,SCREW PLUG,3.84,4.64
2469403122,PROTECTION SLEEVE,1.08,1.31
2469403124,SEALING DISK,1.57,1.90
2469403126,METERING UNIT,969.19,1172.71
2469403127,SHIM,3.03,3.67
2469403128,SHIM,2.98,3.60
2469403130,TORX SH CAP SCREW,2.90,3.50
2469403131,FLOW THROTTLE,30.85,37.33
2469403135,FLOW THROTTLE,30.08,36.40
2469403138,SCREW PLUG,4.99,6.04
2469403139,METERING UNIT,1142.27,1382.14
2469403140,RING GEAR,46.78,56.60
2469403143,CAMSHAFT,285.46,345.41
2469403152,O-RING,4.94,5.98
2469403154,SEAL  RING,3.07,3.72
2469403176,SEALING DISK,43.48,52.61
2469403177,SEALING DISK,2.51,3.04
2469403178,SEALING DISK,1.64,1.98
2469403179,SEALING DISK,1.45,1.76
2469403180,RING GEAR,43.70,52.87
2469403181,HIGH PRESSURE ASSEMBLY,278.11,336.52
2469403184,BEARING COVER,120.21,145.46
2469403185,CLIP,3.23,3.91
2469403198,RADIAL SEAL,4.07,4.92
2469403203,WOODRUFF KEY,1.19,1.44
2469403204,METERING UNIT,1159.66,1403.18
2469403208,FLOW THROTTLE,30.08,36.40
2469403213,O-RING,4.50,5.45
2469403214,SHIM,1.24,1.51
2469403215,O-RING,1.10,1.34
2469403222,PLUG,0.40,0.48
2469403230,PROTECTION SLEEVE,0.40,0.48
2469403257,HOUSING,150.67,182.31
2469403261,HOUSING,392.86,475.36
2469403262,HOUSING,699.01,845.80
2469403267,HIGH PRESSURE ASSEMBLY,211.84,256.33
2469403268,SHIM,3.12,3.77
2469403269,TAPPET,107.54,130.12
2469403271,PUMP HOUSING,584.32,707.02
2469403317,BEARING COVER,198.56,240.25
2469403341,ADAPTER,10.86,13.14
2469403344,EYE BOLT,3.16,3.83
2469403345,EYE BOLT,2.92,3.53
2469403346,SEALING DISK,0.45,0.55
2469403351,COLLAR BOLT,1.10,1.34
2469403352,HIGH PRESSURE ASSEMBLY,273.77,331.26
2469403359,CAPSULE,2.86,3.46
2469403362,SEALING DISK,0.51,0.62
2469403370,SEALING DISK,27.18,32.88
2469403378,SHIM,1.14,1.38
2469403380,SEALING DISK,0.74,0.90
2469403381,SEALING DISK,0.60,0.73
2469403394,NAMEPLATE,1.44,1.74
2469403406,SEALING DISK,1.24,1.51
2469403434,SERVICE KIT,608.24,735.97
2469403439,EYE BOLT,14.73,17.83
2469403441,BEARING COVER,40.21,48.65
2469403447,PUMP HOUSING,523.72,633.71
2469403466,TAPPET,70.30,85.07
2469403471,CAMSHAFT,248.82,301.07
2469403473,PIPE,31.50,38.12
2469403474,BRACKET,3.31,4.01
2469403479,OVERFLOW VALVE,32.61,39.45
2469403480,EYE BOLT,10.55,12.76
2469403504,HEX SOCKET HEAD CAP SCREW,1.78,2.15
2469403529,PROTECTION SLEEVE,0.45,0.55
2469403530,OVERFLOW VALVE,39.06,47.26
2469403537,TAPPET,46.32,56.04
2469403540,PUMP HOUSING,321.42,388.91
2469403542,PUMP HOUSING,662.51,801.63
2469403549,RING GEAR,18.52,22.41
2469403550,SPRING LOCK WASHER,2.35,2.84
2469403551,HEX NUT,5.14,6.22
2469403553,CAMSHAFT,202.98,245.61
2469403554,CAMSHAFT,294.59,356.45
2469403561,COMPRESSION SPRING,7.48,9.05
2469403562,BEARING COVER,53.43,64.65
2469403576,PUMP HOUSING,662.51,801.63
2469403578,NUMBER PLATE,2.35,2.84
2469403579,CAMSHAFT,294.59,356.45
2469403580,PIPE,30.42,36.81
2469403582,SEALING DISK,1.22,1.48
2469403590,NAMEPLATE,2.81,3.40
2469403599,O-RING,2.50,3.03
2469403618,NUMBER PLATE,2.35,2.84
2469403619,O-RING,1.24,1.51
2469403621,PUMP HOUSING,526.05,636.52
2469403622,HIGH PRESSURE ASSEMBLY,362.51,438.64
2469403626,HIGH PRESSURE ASSEMBLY,197.89,239.45
2469403627,SEAL  RING,2.72,3.29
2469403636,HIGH PRESSURE ASSEMBLY,211.67,256.12
2469403643,CAMSHAFT,202.98,245.61
2469403661,PUMP HOUSING,321.42,388.91
2469403663,CAMSHAFT,202.98,245.61
2469403678,PUMP HOUSING,321.42,388.91
2469403702,PUMP HOUSING,321.42,388.91
2469403747,OVERFLOW VALVE,21.98,26.59
2469403763,BEARING COVER,56.90,68.85
2469403767,BEARING COVER,64.70,78.29
2469403786,BEARING COVER,61.37,74.25
2608438021,TROLLEY,88.83,107.49
2684461003,POWER SUPPLY CORD,22.21,26.87
2700210057,O-RING,10.80,13.07
2707010001,PARTS SET,8.27,10.01
2707010012,PARTS SET,16.21,19.61
2707010018,PARTS SET,4.51,5.45
2707010033,PARTS SET,11.33,13.71
2707010034,PARTS SET,16.21,19.61
2707010047,PARTS SET,18.75,22.69
2707010049,INJECTION VALVE,161.17,195.01
2910001116,SOCKET HEAD CAP SCREW,0.31,0.37
2910001152,SOCKET HEAD CAP SCREW,0.09,0.11
2910002058,SOCKET HEAD CAP SCREW,0.59,0.71
2910011088,SOCKET HEAD CAP SCREW,0.54,0.65
2910011132,SOCKET HEAD CAP SCREW,0.49,0.60
2910011148,SOCKET HEAD CAP SCREW,0.49,0.60
2910011191,SOCKET HEAD CAP SCREW,0.24,0.29
2910011242,SOCKET HEAD CAP SCREW,0.20,0.24
2910012204,SOCKET HEAD CAP SCREW,0.80,0.97
2910012205,SOCKET HEAD CAP SCREW,0.24,0.29
2910012243,SOCKET HEAD CAP SCREW,3.34,4.05
2910021115,SOCKET HEAD CAP SCREW,0.24,0.29
2910021116,SOCKET HEAD CAP SCREW,0.32,0.38
2910021118,SOCKET HEAD CAP SCREW,0.24,0.29
2910021122,SOCKET HEAD CAP SCREW,0.24,0.29
2910021125,SOCKET HEAD CAP SCREW,0.30,0.36
2910021132,SOCKET HEAD CAP SCREW,0.24,0.29
2910021134,SOCKET HEAD CAP SCREW,0.24,0.29
2910021152,SOCKET HEAD CAP SCREW,2.28,2.75
2910021162,SOCKET HEAD CAP SCREW,0.30,0.36
2910021193,SOCKET HEAD CAP SCREW,0.09,0.11
2910021203,SOCKET HEAD CAP SCREW,0.30,0.36
2910022150,SOCKET HEAD CAP SCREW,0.24,0.29
2910022189,SOCKET HEAD CAP SCREW,0.43,0.52
2910022191,SOCKET HEAD CAP SCREW,0.09,0.11
2910022195,SOCKET HEAD CAP SCREW,0.30,0.36
2910022196,SOCKET HEAD CAP SCREW,0.30,0.36
2910022197,SOCKET HEAD CAP SCREW,0.35,0.43
2910022199,SOCKET HEAD CAP SCREW,0.30,0.36
2910022201,SOCKET HEAD CAP SCREW,0.30,0.36
2910022207,SOCKET HEAD CAP SCREW,1.18,1.43
2910022209,SOCKET HEAD CAP SCREW,0.73,0.89
2910131152,HEX SOCKET HEAD CAP SCREW,0.30,0.36
2910131193,SOCKET HEAD CAP SCREW,108.09,130.79
2910132242,HEX SOCKET HEAD CAP SCREW,1.28,1.55
2910141158,HEX SOCKET HEAD CAP SCREW,0.24,0.29
2910141166,HEX SOCKET HEAD CAP SCREW,0.30,0.36
2910141168,SOCKET HEAD CAP SCREW,0.30,0.36
2910141197,HEX SOCKET HEAD CAP SCREW,0.24,0.29
2910141203,HEX SOCKET HEAD CAP SCREW,0.09,0.11
2910141205,HEX SOCKET HEAD CAP SCREW,0.30,0.36
2910141238,HEX SOCKET HEAD CAP SCREW,0.30,0.36
2910141248,SOCKET HEAD CAP SCREW,0.59,0.72
2910142191,HEX SOCKET HEAD CAP SCREW,1.87,2.26
2910142195,HEX SOCKET HEAD CAP SCREW,0.98,1.19
2910142203,HEX SOCKET HEAD CAP SCREW,1.17,1.42
2910142207,HEX SOCKET HEAD CAP SCREW,1.11,1.35
2910142234,HEX SOCKET HEAD CAP SCREW,0.41,0.49
2910145258,HEX SOCKET HEAD CAP SCREW,1.48,1.79
2910150156,HEX SOCKET HEAD CAP SCREW,1.36,1.65
2910150352,HEX SOCKET HEAD CAP SCREW,15.45,18.69
2910152152,HEX SOCKET HEAD CAP SCREW,0.73,0.89
2910152201,HEX SOCKET HEAD CAP SCREW,0.39,0.47
2910152203,HEX SOCKET HEAD CAP SCREW,0.39,0.47
2910152242,HEX SOCKET HEAD CAP SCREW,0.91,1.10
2910152250,SOCKET HEAD CAP SCREW,3.64,4.41
2910155219,HEX SOCKET HEAD CAP SCREW,9.00,10.89
2910155293,SOCKET HEAD CAP SCREW,1.28,1.55
2910155305,SOCKET HEAD CAP SCREW,3.05,3.69
2910155358,SOCKET HEAD CAP SCREW,2.95,3.57
2910172191,SLOTTED CAPSTAN SCREW,1.18,1.43
2910172195,SLOTTED CAPSTAN SCREW,4.76,5.75
2910172197,SLOTTED CAPSTAN SCREW,1.87,2.26
2910172199,SLOTTED CAPSTAN SCREW,1.87,2.26
2910172202,SLOTTED CAPSTAN SCREW,1.57,1.90
2910172203,SLOTTED CAPSTAN SCREW,15.78,19.10
2910172205,SLOTTED CAPSTAN SCREW,3.05,3.69
2910211006,TAPPING SCREW,0.09,0.11
2910211011,TAPPING SCREW,0.24,0.29
2910212006,TAPPING SCREW,0.10,0.12
2910370197,HEX SOCKET HEAD CAP SCREW,0.32,0.38
2910372201,HEX SOCKET HEAD CAP SCREW,0.59,0.72
2910392189,SLOTTED CAPSTAN SCREW,0.94,1.14
2910392191,SLOTTED CAPSTAN SCREW,6.89,8.34
2910400244,HEX SOCKET HEAD CAP SCREW,0.45,0.54
2910400289,HEX SOCKET HEAD CAP SCREW,0.75,0.91
2910400308,HEX SOCKET HEAD CAP SCREW,1.97,2.38
2910501193,COUNTERSUNK-HEAD SCREW,0.69,0.83
2910501237,COUNTERSUNK-HEAD SCREW,1.18,1.43
2910502201,COUNTERSUNK-HEAD SCREW,2.41,2.91
2910511193,COUNTERSUNK-HEAD SCREW,1.84,2.23
2910512196,COUNTERSUNK-HEAD SCREW,0.30,0.36
2910551240,COUNTERSUNK-HEAD SCREW,1.28,1.55
2910552193,COUNTERSUNK-HEAD SCREW,0.74,0.90
2910612408,TAPPING SCREW,0.24,0.29
2910771154,COUNTERSUNK-HEAD SCREW,0.69,0.84
2910781191,COUNTERSUNK-HEAD SCREW,0.41,0.49
2910782201,COUNTERSUNK-HEAD SCREW,0.30,0.36
2910872154,COUNTERSUNK-HEAD SCREW,0.41,0.49
2911011224,HEX SCREW,1.57,1.90
2911020359,HEX SCREW,2.36,2.85
2911025306,HEX SCREW,6.78,8.20
2911025348,HEX SCREW,2.36,2.85
2911025350,HEX SCREW,2.13,2.57
2911025400,HEX SCREW,5.41,6.54
2911025404,HEX SCREW,4.82,5.83
2911050120,HEX SCREW,0.80,0.97
2911051191,HEX SCREW,0.59,0.72
2911051237,HEX SCREW,0.30,0.36
2911051281,HEX SCREW,0.41,0.49
2911052120,HEX SCREW,0.24,0.29
2911052158,HEX SCREW,0.30,0.36
2911052204,HEX SCREW,4.33,5.24
2911060203,HEX SCREW,0.80,0.97
2911061157,HEX SCREW,0.59,0.72
2911061165,HEX SCREW,0.32,0.38
2911061199,HEX SCREW,0.30,0.36
2911061201,HEX SCREW,0.73,0.89
2911061205,HEX SCREW,0.13,0.16
2911061209,HEX SCREW,0.26,0.31
2911061238,HEX SCREW,0.69,0.83
2911061295,HEX SCREW,0.59,0.72
2911062154,HEX SCREW,0.24,0.29
2911062191,HEX SCREW,0.24,0.29
2911062193,HEX SCREW,1.96,2.37
2911062196,HEX SCREW,0.59,0.72
2911062201,HEX SCREW,0.59,0.72
2911062202,HEX SCREW,0.30,0.36
2911062236,HEX SCREW,2.34,2.83
2911062240,HEX SCREW,0.98,1.19
2911062242,HEX SCREW,0.39,0.47
2911068197,HEX SCREW,1.16,1.40
2911068199,HEX SCREW,0.67,0.81
2911070292,HEX SCREW,7.47,9.04
2911070293,HEX SCREW,1.21,1.46
2911070342,HEX SCREW,1.87,2.26
2911072199,HEX SCREW,0.39,0.47
2911072201,HEX SCREW,0.30,0.36
2911075396,HEX SCREW,6.60,7.98
2911132193,HEX SCREW,0.30,0.36
2911181193,HEX SCREW,1.50,1.82
2911181196,HEX SCREW,1.37,1.66
2911182191,HEX SCREW,1.37,1.66
2911182197,HEX SCREW,1.92,2.33
2911182199,HEX SCREW,2.46,2.98
2911182201,HEX SCREW,1.48,1.79
2911182203,HEX SCREW,1.48,1.79
2911188193,HEX SCREW,4.54,5.49
2911201701,HOLLOW BOLT,5.66,6.85
2911201703,HOLLOW BOLT,5.51,6.67
2911201706,HOLLOW BOLT,11.12,13.45
2911202702,HOLLOW BOLT,2.60,3.15
2911202703,HOLLOW BOLT,3.97,4.80
2911202704,HOLLOW BOLT,5.83,7.06
2911202705,HOLLOW BOLT,5.70,6.90
2911222700,HOLLOW BOLT,2.46,2.98
2911271700,SCREW PLUG,1.19,1.44
2911271709,SCREW PLUG,1.37,1.66
2911271750,SCREW PLUG,0.73,0.89
2911271752,SCREW PLUG,1.18,1.43
2911271753,SCREW PLUG,2.76,3.34
2911272701,SCREW PLUG,0.64,0.77
2911272702,SCREW PLUG,2.85,3.45
2911272703,SCREW PLUG,2.95,3.57
2911272708,SCREW PLUG,3.70,4.47
2911272750,SCREW PLUG,0.65,0.79
2911278700,SCREW PLUG,1.88,2.27
2911278704,SCREW PLUG,1.36,1.64
2911421158,HEX SCREW,0.24,0.29
2911432156,HEX SCREW,0.24,0.29
2912031209,SET SCREW,0.64,0.78
2912112199,STUD,0.41,0.49
2912212207,STUD,0.79,0.96
2912252211,STUD,1.37,1.66
2912341134,COUNTERSUNK-HEAD SCREW,0.93,1.12
2912401038,TAPPING SCREW,0.24,0.29
2912452152,SOCKET HEAD CAP SCREW,2.30,2.79
2912452191,OVAL-HEAD SCREW,1.49,1.80
2912701166,SOCKET HEAD CAP SCREW,0.30,0.36
2912702150,SOCKET HEAD CAP SCREW,0.87,1.06
2912702195,TORX SH CAP SCREW,0.30,0.36
2912702197,SOCKET HEAD CAP SCREW,0.87,1.06
2912702199,TORX SH CAP SCREW,0.39,0.47
2912702203,SOCKET HEAD CAP SCREW,0.26,0.31
2912702205,SOCKET HEAD CAP SCREW,0.39,0.47
2912712203,TORX SH CAP SCREW,0.35,0.43
2912712207,TORX SH CAP SCREW,0.41,0.49
2912718152,TORX SH CAP SCREW,1.07,1.29
2912731152,TORX SH CAP SCREW,0.23,0.28
2912731158,SOCKET HEAD CAP SCREW,0.62,0.75
2912731162,SOCKET HEAD CAP SCREW,0.60,0.73
2912731170,SOCKET HEAD CAP SCREW,0.45,0.55
2912731201,SOCKET HEAD CAP SCREW,0.22,0.27
2912732191,TORX SH CAP SCREW,0.24,0.29
2912732193,SOCKET HEAD CAP SCREW,0.24,0.29
2912732197,SCREW AND WASHER ASSEMBLY,0.12,0.15
2912732199,TORX SH CAP SCREW,0.26,0.31
2912732203,TORX SH CAP SCREW,0.09,0.11
2912732205,TORX SH CAP SCREW,0.30,0.36
2912732211,SOCKET HEAD CAP SCREW,0.59,0.72
2912732217,TORX SH CAP SCREW,0.59,0.72
2912738197,TORX SH CAP SCREW,1.10,1.34
2912738209,TORX SH CAP SCREW,0.62,0.75
2912741166,SOCKET HEAD CAP SCREW,0.71,0.86
2912742154,SOCKET HEAD CAP SCREW,0.72,0.88
2912742158,SOCKET HEAD CAP SCREW,0.80,0.97
2912742170,SOCKET HEAD CAP SCREW,0.69,0.83
2912742196,TORX SH CAP SCREW,0.19,0.22
2912742199,TORX SH CAP SCREW,1.32,1.60
2912742201,TORX SH CAP SCREW,0.32,0.38
2912742202,TORX SH CAP SCREW,0.59,0.72
2912742203,TORX SH CAP SCREW,0.26,0.31
2912742205,TORX SH CAP SCREW,0.41,0.49
2912742207,TORX SH CAP SCREW,1.23,1.48
2912742209,TORX SH CAP SCREW,0.73,0.88
2912772158,TORX OVAL-HEAD SCREW,0.89,1.08
2912778902,TORX OVAL-HEAD SCREW,0.82,0.99
2914501028,SCREW AND WASHER ASSEMBLY,0.08,0.10
2914501038,SCREW AND WASHER ASSEMBLY,0.45,0.54
2914501041,SCREW AND WASHER ASSEMBLY,0.82,0.99
2914550128,HEX SOCKET HEAD CAP SCREW,1.91,2.32
2914551013,MICROENCAPSULATED SCREW,0.24,0.29
2914551015,MICROENCAPSULATED SCREW,0.59,0.72
2914551114,SOCKET HEAD CAP SCREW,0.28,0.34
2914551117,HEX SOCKET HEAD CAP SCREW,0.59,0.72
2914551167,TORX SH CAP SCREW,0.64,0.78
2914552007,MICROENCAPSULATED SCREW,0.32,0.38
2914552026,HEX SCREW,0.51,0.62
2914552031,HEX SCREW,0.59,0.72
2914552116,HEX SOCKET HEAD CAP SCREW,0.88,1.07
2914552135,TORX SH CAP SCREW,0.82,0.99
2914552136,TORX SH CAP SCREW,1.20,1.45
2914552141,TORX SH CAP SCREW,0.64,0.78
2914552147,HEX SOCKET HEAD CAP SCREW,0.59,0.72
2914552148,HEX SOCKET HEAD CAP SCREW,0.63,0.76
2914552151,SOCKET HEAD CAP SCREW,0.54,0.65
2914552152,TORX SH CAP SCREW,1.58,1.91
2914552155,MICROENCAPSULATED SCREW,0.45,0.54
2914552156,MICROENCAPSULATED SCREW,0.45,0.54
2914552157,TORX SH CAP SCREW,0.50,0.61
2914552158,MICROENCAPSULATED SCREW,0.45,0.54
2914552163,MICROENCAPSULATED SCREW,0.69,0.83
2914552168,TORX SH CAP SCREW,0.59,0.72
2914552171,TORX SH CAP SCREW,0.37,0.45
2914552175,TORX SH CAP SCREW,0.45,0.54
2914552177,TORX SH CAP SCREW,0.54,0.65
2914552178,MICROENCAPSULATED SCREW,0.79,0.96
2914552180,MICROENCAPSULATED SCREW,0.32,0.38
2914552181,MICROENCAPSULATED SCREW,0.54,0.65
2914552194,MICROENCAPSULATED SCREW,0.79,0.96
2914558179,MICROENCAPSULATED SCREW,0.48,0.58
2914559001,HEX SCREW,0.95,1.15
2915010067,HEX NUT,3.66,4.43
2915011005,HEX NUT,0.09,0.11
2915011006,HEX NUT,0.52,0.63
2915011039,HEX NUT,0.37,0.45
2915011065,HEX NUT,0.24,0.29
2915012007,HEX NUT,0.24,0.29
2915012063,HEX NUT,0.47,0.57
2915012066,HEX NUT,0.64,0.78
2915018009,HEX NUT,1.13,1.37
2915021004,HEX NUT,0.45,0.54
2915021006,HEX NUT,0.82,0.99
2915022006,HEX NUT,2.55,3.09
2915022007,HEX NUT,2.76,3.34
2915022009,HEX NUT,8.85,10.71
2915030057,HEX NUT,0.99,1.19
2915032001,HEX NUT,0.42,0.51
2915032031,HEX NUT,2.35,2.84
2915039020,HEX NUT,0.98,1.19
2915041003,HEX NUT,1.57,1.90
2915042101,HEX NUT,0.84,1.01
2915051106,HEX NUT,0.41,0.49
2915051108,HEX NUT,0.71,0.86
2915051147,HEX NUT,0.24,0.29
2915052106,HEX NUT,0.09,0.11
2915052207,HEX NUT,3.15,3.81
2915059105,HEX NUT,0.51,0.62
2915059107,HEX NUT,0.09,0.11
2915059108,HEX NUT,0.51,0.62
2915061005,HEX NUT,0.39,0.47
2915142015,CAP NUT,1.57,1.90
2916011009,PLAIN WASHER,0.09,0.11
2916011011,PLAIN WASHER,0.87,1.06
2916011012,PLAIN WASHER,0.20,0.24
2916011013,PLAIN WASHER,0.39,0.47
2916011014,PLAIN WASHER,0.24,0.29
2916011015,PLAIN WASHER,0.12,0.15
2916011016,PLAIN WASHER,0.09,0.11
2916012017,PLAIN WASHER,0.68,0.82
2916015017,WASHER,0.24,0.29
2916021010,PLAIN WASHER,0.09,0.11
2916021012,PLAIN WASHER,0.30,0.36
2916059007,TOOTHED LOCK WASHER,0.11,0.13
2916060006,SPRING WASHER,0.24,0.29
2916060007,SPRING WASHER,0.20,0.24
2916069057,SPRING WASHER,0.24,0.29
2916069075,SPRING WASHER,1.02,1.24
2916069083,SPRING WASHER,0.09,0.11
2916069086,SPRING WASHER,0.24,0.29
2916069091,SPRING WASHER,0.24,0.29
2916069161,SPRING WASHER,0.99,1.20
2916080010,LOCKING WASHER,0.24,0.29
2916080015,LOCKING WASHER,0.26,0.31
2916080907,LOCKING WASHER,0.13,0.16
2916080909,LOCKING WASHER,0.24,0.29
2916080910,LOCKING WASHER,0.24,0.29
2916080912,LOCKING WASHER,0.09,0.11
2916082011,LOCKING WASHER,0.30,0.36
2916082908,LOCKING WASHER,0.79,0.96
2916085905,LOCKING WASHER,0.98,1.19
2916089059,LOCKING WASHER,0.30,0.36
2916090013,SEALING WASHER,0.41,0.49
2916091005,SEALING WASHER,0.35,0.43
2916120021,SEALING DISK,2.71,3.28
