MATERIAL NUMBER,Description,MT,MT+PVN
9443615951,PULSE GENERATOR,93.97,113.70
9443615955,PULSE GENERATOR,101.90,123.30
9443615956,PULSE GENERATOR,104.17,126.04
9443615959,PULSE GENERATOR,101.90,123.30
9443615976,PULSE GENERATOR,104.17,126.04
9443615991,CONTROL UNIT,758.56,917.85
9445270003,ELBOW,62.84,76.04
9445270009,ELBOW,39.00,47.19
9451037458,OVERFLOW VALVE,12.79,15.48
9460610000,DISTRIBUTOR PUMP,2431.69,2942.34
9460610003,DISTRIBUTOR PUMP,1383.12,1673.58
9460610010,DISTRIBUTOR PUMP,2310.62,2795.85
9460610015,DISTRIBUTOR PUMP,2045.71,2475.31
9460610032,DISTRIBUTOR PUMP,2367.36,2864.51
9460610033,DISTRIBUTOR PUMP,2367.36,2864.51
9460610041,DISTRIBUTOR PUMP,2682.60,3245.94
9460610043,DISTRIBUTOR PUMP,1600.11,1936.13
9460610044,DISTRIBUTOR PUMP,2264.44,2739.97
9460610078,DISTRIBUTOR PUMP,2015.57,2438.84
9460610079,DISTRIBUTOR PUMP,2087.33,2525.67
9460610096,DISTRIBUTOR PUMP,2328.76,2817.80
9460610105,DISTRIBUTOR PUMP,1949.24,2358.58
9460610125,DISTRIBUTOR PUMP,3255.12,3938.70
9460610140,DISTRIBUTOR PUMP,2821.14,3413.58
9460610153,DISTRIBUTOR PUMP,2714.20,3284.19
9460610168,DISTRIBUTOR PUMP,2163.74,2618.13
9460610169,DISTRIBUTOR PUMP,1878.46,2272.93
9460610177,DISTRIBUTOR PUMP,2463.82,2981.22
9460610180,DISTRIBUTOR PUMP,1968.51,2381.90
9460610197,DISTRIBUTOR PUMP,2452.75,2967.83
9460610204,DISTRIBUTOR PUMP,2380.23,2880.07
9460610209,DISTRIBUTOR PUMP,2264.44,2739.97
9460610215,PUMP HOUSING,210.32,254.49
9460610219,DISTRIBUTOR PUMP,2258.97,2733.35
9460610220,DISTRIBUTOR PUMP,2533.96,3066.10
9460610225,DISTRIBUTOR PUMP,2032.78,2459.67
9460610227,DISTRIBUTOR PUMP,2275.57,2753.44
9460610228,DISTRIBUTOR PUMP,2375.24,2874.04
9460610247,DISTRIBUTOR PUMP,2354.50,2848.95
9460610268,PUMP HOUSING,183.38,221.89
9460610283,PUMP HOUSING,134.46,162.69
9460610288,PUMP HOUSING,134.46,162.69
9460610322,DISTRIBUTOR PUMP,2336.47,2827.13
9460610323,DISTRIBUTOR PUMP,2827.86,3421.71
9460610364,DISTRIBUTOR PUMP,2317.03,2803.60
9460610375,DISTRIBUTOR PUMP,3046.24,3685.95
9460610409,DISTRIBUTOR PUMP,2906.40,3516.75
9460610439,DISTRIBUTOR PUMP,2084.31,2522.02
9460610453,DISTRIBUTOR PUMP,3334.97,4035.31
9460610476,DISTRIBUTOR PUMP,1859.18,2249.60
9460610503,DISTRIBUTOR PUMP,1878.46,2272.93
9460610508,DISTRIBUTOR PUMP,1735.34,2099.76
9460610523,DISTRIBUTOR PUMP,2508.53,3035.32
9460610525,DISTRIBUTOR PUMP,2264.44,2739.97
9460610528,DISTRIBUTOR PUMP,1877.93,2272.30
9460610541,DISTRIBUTOR PUMP,2032.85,2459.74
9460610542,DISTRIBUTOR PUMP,2664.07,3223.52
9460610544,DISTRIBUTOR PUMP,2518.24,3047.07
9460610551,DISTRIBUTOR PUMP,2061.42,2494.32
9460610562,DISTRIBUTOR PUMP,2245.16,2716.64
9460610580,DISTRIBUTOR PUMP,1803.41,2182.13
9460610586,DISTRIBUTOR PUMP,2084.31,2522.02
9460610596,DISTRIBUTOR PUMP,1923.82,2327.82
9460610597,DISTRIBUTOR PUMP,2811.26,3401.63
9460610609,DISTRIBUTOR PUMP,1805.93,2185.18
9460610609,DISTRIBUTOR PUMP,1805.93,2185.18
9460610625,DISTRIBUTOR PUMP,825.88,999.31
9460610626,DISTRIBUTOR PUMP,2956.54,3577.41
9460610633,DISTRIBUTOR PUMP,2016.37,2439.81
9460610639,DISTRIBUTOR PUMP,3180.14,3847.97
9460610640,DISTRIBUTOR PUMP,2548.12,3083.22
9460610643,DISTRIBUTOR PUMP,2901.50,3510.82
9460610646,DISTRIBUTOR PUMP,3287.30,3977.64
9460610656,DISTRIBUTOR PUMP,3109.64,3762.67
9460610663,DISTRIBUTOR PUMP,2337.00,2827.77
9460610671,DISTRIBUTOR PUMP,2711.22,3280.58
9460610674,DISTRIBUTOR PUMP,1936.36,2343.00
9460610693,DISTRIBUTOR PUMP,2405.96,2911.22
9460610694,DISTRIBUTOR PUMP,2296.62,2778.91
9460610703,DISTRIBUTOR PUMP,2464.82,2982.43
9460610708,DISTRIBUTOR PUMP,1778.03,2151.41
9460610712,DISTRIBUTOR PUMP,1878.46,2272.93
9460610724,DISTRIBUTOR PUMP,2450.62,2965.25
9460610726,DISTRIBUTOR PUMP,1338.08,1619.07
9460610731,FUEL-INJECTION PUMP,3245.81,3927.43
9460610732,DISTRIBUTOR PUMP,1932.30,2338.09
9460610737,DISTRIBUTOR PUMP,2927.06,3541.75
9460610740,DISTRIBUTOR PUMP,2914.19,3526.17
9460610749,DISTRIBUTOR PUMP,2084.46,2522.20
9460610753,DISTRIBUTOR PUMP,2541.07,3074.70
9460610754,DISTRIBUTOR PUMP,2212.97,2677.70
9460610767,DISTRIBUTOR PUMP,1974.97,2389.71
9460610773,DISTRIBUTOR PUMP,2174.37,2630.99
9460610791,DISTRIBUTOR PUMP,3103.13,3754.78
9460610819,DISTRIBUTOR PUMP,2695.47,3261.52
9460610821,DISTRIBUTOR PUMP,2997.81,3627.35
9460610850,DISTRIBUTOR PUMP,2071.18,2506.13
9460610862,DISTRIBUTOR PUMP,2245.16,2716.64
9460610866,DISTRIBUTOR PUMP,2180.83,2638.80
9460610870,DISTRIBUTOR PUMP,2245.16,2716.64
9460610875,DISTRIBUTOR PUMP,2200.10,2662.12
9460610908,DISTRIBUTOR PUMP,2107.31,2549.85
9460610909,DISTRIBUTOR PUMP,2255.69,2729.38
9460610952,DISTRIBUTOR PUMP,2439.16,2951.38
9460610954,INJECTION-PUMP ASSEMBLY,1780.43,2154.32
9460610963,DISTRIBUTOR PUMP,2580.09,3121.90
9460610971,INJECTION-PUMP ASSEMBLY,3287.30,3977.64
9460610972,INJECTION-PUMP ASSEMBLY,3145.78,3806.39
9460610987,INJECTION-PUMP ASSEMBLY,2341.64,2833.38
9460611015,INJECTION-PUMP ASSEMBLY,2965.65,3588.44
9460611025,INJECTION-PUMP ASSEMBLY,2997.81,3627.35
9460611029,INJECTION-PUMP ASSEMBLY,2174.37,2630.99
9460611051,INJECTION-PUMP ASSEMBLY,2656.87,3214.82
9460611099,DISTRIBUTOR PUMP,2673.81,3235.31
9460611100,DISTRIBUTOR PUMP,2987.94,3615.41
9460611162,INJECTION-PUMP ASSEMBLY,3036.41,3674.05
9460611177,INJECTION-PUMP ASSEMBLY,3433.66,4154.73
9460611202,INJECTION-PUMP ASSEMBLY,2212.97,2677.70
9460611235,INJECTION-PUMP ASSEMBLY,1878.46,2272.93
9460611262,DISTRIBUTOR PUMP,2573.56,3114.01
9460611312,INJECTION-PUMP ASSEMBLY,2721.20,3292.65
9460611342,INJECTION-PUMP ASSEMBLY,2348.08,2841.18
9460611345,INJECTION-PUMP ASSEMBLY,2573.23,3113.61
9460611361,INJECTION-PUMP ASSEMBLY,1878.46,2272.93
9460611388,INJECTION-PUMP ASSEMBLY,2425.28,2934.59
9460611389,INJECTION-PUMP ASSEMBLY,2103.63,2545.39
9460611401,DISTRIBUTOR PUMP,2799.69,3387.63
9460611412,INJECTION-PUMP ASSEMBLY,2901.33,3510.60
9460611414,INJECTION-PUMP ASSEMBLY,3087.87,3736.32
9460611449,DISTRIBUTOR PUMP,2676.15,3238.15
9460611452,DISTRIBUTOR PUMP,3374.82,4083.53
9460611462,INJECTION-PUMP ASSEMBLY,2991.39,3619.58
9460611478,INJECTION-PUMP ASSEMBLY,2103.63,2545.39
9460611482,FUEL-INJECTION PUMP,2431.69,2942.34
9460611502,INJECTION-PUMP ASSEMBLY,2180.83,2638.80
9460611503,DISTRIBUTOR PUMP,2431.69,2942.34
9460611504,INJECTION-PUMP ASSEMBLY,2238.70,2708.83
9460611506,INJECTION-PUMP ASSEMBLY,2560.35,3098.03
9460611528,INJECTION-PUMP ASSEMBLY,2476.75,2996.86
9460611533,INJECTION-PUMP ASSEMBLY,1949.24,2358.58
9460611537,INJECTION-PUMP ASSEMBLY,2849.86,3448.33
9460611544,INJECTION-PUMP ASSEMBLY,3287.30,3977.64
9460611557,INJECTION-PUMP ASSEMBLY,2393.10,2895.65
9460611561,INJECTION-PUMP ASSEMBLY,2322.36,2810.05
9460611562,INJECTION-PUMP ASSEMBLY,2914.19,3526.17
9460611563,INJECTION-PUMP ASSEMBLY,2695.47,3261.52
9460611564,INJECTION-PUMP ASSEMBLY,2791.94,3378.25
9460611565,INJECTION-PUMP ASSEMBLY,2634.17,3187.34
9460611576,INJECTION-PUMP ASSEMBLY,2251.57,2724.40
9460611577,INJECTION-PUMP ASSEMBLY,2425.28,2934.59
9460611579,INJECTION-PUMP ASSEMBLY,3573.13,4323.48
9460611586,DISTRIBUTOR PUMP,3889.18,4705.90
9460611605,DISTRIBUTOR PUMP,2498.06,3022.65
9460611623,INJECTION-PUMP ASSEMBLY,3100.73,3751.89
9460611640,INJECTION-PUMP ASSEMBLY,2335.22,2825.62
9460611643,INJECTION-PUMP ASSEMBLY,2560.35,3098.03
9460611659,INJECTION-PUMP ASSEMBLY,2148.64,2599.85
9460611664,INJECTION-PUMP ASSEMBLY,2193.69,2654.37
9460611702,INJECTION-PUMP ASSEMBLY,2386.68,2887.89
9460611714,INJECTION-PUMP ASSEMBLY,2103.63,2545.39
9460611759,DISTRIBUTOR PUMP,2271.43,2748.43
9460611823,INJECTION-PUMP ASSEMBLY,2322.36,2810.05
9460611830,INJECTION-PUMP ASSEMBLY,2997.81,3627.35
9460611833,INJECTION-PUMP ASSEMBLY,2997.81,3627.35
9460611842,INJECTION-PUMP ASSEMBLY,2849.86,3448.33
9460611843,INJECTION-PUMP ASSEMBLY,2901.33,3510.60
9460611883,INJECTION-PUMP ASSEMBLY,2405.96,2911.22
9460611895,INJECTION-PUMP ASSEMBLY,2451.01,2965.72
9460611938,INJECTION-PUMP ASSEMBLY,1950.59,2360.22
9460611953,INJECTION-PUMP ASSEMBLY,2032.85,2459.74
9460611956,INJECTION-PUMP ASSEMBLY,2476.75,2996.86
9460611959,INJECTION-PUMP ASSEMBLY,2245.16,2716.64
9460611962,INJECTION-PUMP ASSEMBLY,2489.61,3012.43
9460611964,INJECTION-PUMP ASSEMBLY,2476.75,2996.86
9460611976,INJECTION-PUMP ASSEMBLY,2476.75,2996.86
9460611978,INJECTION-PUMP ASSEMBLY,2489.61,3012.43
9460611987,INJECTION-PUMP ASSEMBLY,2656.87,3214.82
9460611998,INJECTION-PUMP ASSEMBLY,2045.71,2475.31
9460612001,INJECTION-PUMP ASSEMBLY,2463.88,2981.30
9460612056,INJECTION-PUMP ASSEMBLY,1833.44,2218.46
9460612058,INJECTION-PUMP ASSEMBLY,1878.46,2272.93
9460612076,INJECTION-PUMP ASSEMBLY,2097.17,2537.58
9460612095,INJECTION-PUMP ASSEMBLY,2077.89,2514.25
9460612106,INJECTION-PUMP ASSEMBLY,2032.85,2459.74
9460612109,INJECTION-PUMP ASSEMBLY,1949.24,2358.58
9460612133,INJECTION-PUMP ASSEMBLY,2605.41,3152.55
9460612137,INJECTION-PUMP ASSEMBLY,1910.64,2311.87
9460612138,INJECTION-PUMP ASSEMBLY,1949.24,2358.58
9460612139,INJECTION-PUMP ASSEMBLY,2071.45,2506.45
9460612277,INJECTION-PUMP ASSEMBLY,2116.49,2560.95
9460612285,INJECTION-PUMP ASSEMBLY,2212.97,2677.70
9460612339,INJECTION-PUMP ASSEMBLY,2135.77,2584.29
9460612342,INJECTION-PUMP ASSEMBLY,2367.36,2864.51
9460612344,INJECTION-PUMP ASSEMBLY,2328.76,2817.80
9460612347,INJECTION-PUMP ASSEMBLY,2026.43,2451.98
9460612354,INJECTION-PUMP ASSEMBLY,2077.89,2514.25
9460612364,INJECTION-PUMP ASSEMBLY,2624.69,3175.88
9460612376,INJECTION-PUMP ASSEMBLY,2129.35,2576.52
9460612379,INJECTION-PUMP ASSEMBLY,2097.17,2537.58
9460612412,INJECTION-PUMP ASSEMBLY,2340.45,2831.94
9460612418,INJECTION-PUMP ASSEMBLY,2785.54,3370.50
9460612420,INJECTION-PUMP ASSEMBLY,2914.40,3526.43
9460612441,INJECTION-PUMP ASSEMBLY,2296.62,2778.91
9460612448,INJECTION-PUMP ASSEMBLY,2026.43,2451.98
9460612667,INJECTION-PUMP ASSEMBLY,1855.00,2244.55
9460612669,INJECTION-PUMP ASSEMBLY,2084.31,2522.02
9460612673,INJECTION-PUMP ASSEMBLY,2335.22,2825.62
9460612683,INJECTION-PUMP ASSEMBLY,2399.54,2903.45
9460612694,INJECTION-PUMP ASSEMBLY,2032.85,2459.74
9460612700,INJECTION-PUMP ASSEMBLY,2541.07,3074.70
9460612704,INJECTION-PUMP ASSEMBLY,2508.89,3035.76
9460612714,INJECTION-PUMP ASSEMBLY,1878.46,2272.93
9460612724,INJECTION-PUMP ASSEMBLY,2547.49,3082.46
9460612728,INJECTION-PUMP ASSEMBLY,1949.24,2358.58
9460612729,INJECTION-PUMP ASSEMBLY,2103.63,2545.39
9460612730,INJECTION-PUMP ASSEMBLY,2341.64,2833.38
9460612855,INJECTION-PUMP ASSEMBLY,2862.72,3463.90
9460612864,INJECTION-PUMP ASSEMBLY,2689.02,3253.71
9460612892,INJECTION-PUMP ASSEMBLY,2322.36,2810.05
9460612899,INJECTION-PUMP ASSEMBLY,2322.36,2810.05
9460612947,INJECTION-PUMP ASSEMBLY,2586.09,3129.17
9460612983,INJECTION-PUMP ASSEMBLY,2586.09,3129.17
9460613120,INJECTION-PUMP ASSEMBLY,2084.31,2522.02
9460613157,INJECTION-PUMP ASSEMBLY,2804.82,3393.83
9460613158,INJECTION-PUMP ASSEMBLY,2759.80,3339.36
9460613159,INJECTION-PUMP ASSEMBLY,2354.50,2848.95
9460613170,INJECTION-PUMP ASSEMBLY,2753.34,3331.54
9460613177,INJECTION-PUMP ASSEMBLY,2450.62,2965.25
9460613193,DISTRIBUTOR PUMP,2843.81,3441.01
9460613213,INJECTION-PUMP ASSEMBLY,2463.88,2981.30
9460613228,INJECTION-PUMP ASSEMBLY,2695.47,3261.52
9460613254,INJECTION-PUMP ASSEMBLY,2193.69,2654.37
9460613261,DISTRIBUTOR PUMP,3648.34,4414.49
9460613266,INJECTION-PUMP ASSEMBLY,2310.31,2795.47
9460613271,INJECTION-PUMP ASSEMBLY,2212.97,2677.70
9460613273,INJECTION-PUMP ASSEMBLY,2251.57,2724.40
9460613291,INJECTION-PUMP ASSEMBLY,2553.95,3090.28
9460613305,INJECTION-PUMP ASSEMBLY,2354.50,2848.95
9460613308,INJECTION-PUMP ASSEMBLY,2997.81,3627.35
9460613311,INJECTION-PUMP ASSEMBLY,2251.57,2724.40
9460613328,INJECTION-PUMP ASSEMBLY,2245.16,2716.64
9460613330,INJECTION-PUMP ASSEMBLY,2721.20,3292.65
9460613341,INJECTION-PUMP ASSEMBLY,2264.44,2739.97
9460613370,INJECTION-PUMP ASSEMBLY,2412.42,2919.03
9460613374,INJECTION-PUMP ASSEMBLY,2425.28,2934.59
9460613416,INJECTION-PUMP ASSEMBLY,2656.87,3214.82
9460613424,INJECTION-PUMP ASSEMBLY,2104.56,2546.51
9460613434,INJECTION-PUMP ASSEMBLY,2148.64,2599.85
9460613437,INJECTION-PUMP ASSEMBLY,2431.69,2942.34
9460613449,INJECTION-PUMP ASSEMBLY,2489.61,3012.43
9460613481,INJECTION-PUMP ASSEMBLY,2738.90,3314.07
9460613484,INJECTION-PUMP ASSEMBLY,2759.80,3339.36
9460613499,INJECTION-PUMP ASSEMBLY,2559.58,3097.09
9460613504,INJECTION-PUMP ASSEMBLY,2949.78,3569.23
9460613515,INJECTION-PUMP ASSEMBLY,2721.20,3292.65
9460613524,INJECTION-PUMP ASSEMBLY,2013.57,2436.41
9460613543,INJECTION-PUMP ASSEMBLY,2721.20,3292.65
9460613589,INJECTION-PUMP ASSEMBLY,2129.35,2576.52
9460613594,INJECTION-PUMP ASSEMBLY,2328.76,2817.80
9460613654,INJECTION-PUMP ASSEMBLY,2200.10,2662.12
9460613719,INJECTION-PUMP ASSEMBLY,1987.83,2405.27
9460613722,INJECTION-PUMP ASSEMBLY,2431.69,2942.34
9460613814,INJECTION-PUMP ASSEMBLY,2045.71,2475.31
9460613849,INJECTION-PUMP ASSEMBLY,2732.87,3306.77
9460613856,INJECTION-PUMP ASSEMBLY,2066.51,2500.47
9460613868,INJECTION-PUMP ASSEMBLY,2370.13,2867.86
9460613870,INJECTION-PUMP ASSEMBLY,2354.50,2848.95
9460613875,INJECTION-PUMP ASSEMBLY,2476.75,2996.86
9460613877,INJECTION-PUMP ASSEMBLY,2412.42,2919.03
9460613878,INJECTION-PUMP ASSEMBLY,2824.12,3417.19
9460613901,INJECTION-PUMP ASSEMBLY,2573.23,3113.61
9460613916,INJECTION-PUMP ASSEMBLY,2103.63,2545.39
9460613918,INJECTION-PUMP ASSEMBLY,2772.66,3354.92
9460613919,INJECTION-PUMP ASSEMBLY,3100.73,3751.89
9460613924,INJECTION-PUMP ASSEMBLY,2547.49,3082.46
9460613948,INJECTION-PUMP ASSEMBLY,2560.35,3098.03
9460613949,INJECTION-PUMP ASSEMBLY,3467.43,4195.59
9460613952,FUEL-INJECTION PUMP,2431.69,2942.34
9460613955,INJECTION-PUMP ASSEMBLY,2874.99,3478.73
9460613962,INJECTION-PUMP ASSEMBLY,2245.16,2716.64
9460613963,INJECTION-PUMP ASSEMBLY,2315.90,2802.24
9460613981,INJECTION-PUMP ASSEMBLY,2701.38,3268.67
9460613984,INJECTION-PUMP ASSEMBLY,3145.78,3806.39
9460613988,INJECTION-PUMP ASSEMBLY,2412.42,2919.03
9460613992,INJECTION-PUMP ASSEMBLY,2354.50,2848.95
9460613996,INJECTION-PUMP ASSEMBLY,2560.35,3098.03
9460613999,INJECTION-PUMP ASSEMBLY,3163.68,3828.05
9460614005,INJECTION-PUMP ASSEMBLY,3120.05,3775.26
9460614011,INJECTION-PUMP ASSEMBLY,2264.44,2739.97
9460614012,INJECTION-PUMP ASSEMBLY,2200.10,2662.12
9460614013,INJECTION-PUMP ASSEMBLY,2521.75,3051.32
9460614017,INJECTION-PUMP ASSEMBLY,2264.44,2739.97
9460614019,INJECTION-PUMP ASSEMBLY,2264.44,2739.97
9460614020,INJECTION-PUMP ASSEMBLY,2077.89,2514.25
9460614027,INJECTION-PUMP ASSEMBLY,2535.41,3067.84
9460614031,INJECTION-PUMP ASSEMBLY,7580.88,9172.86
9460614041,INJECTION-PUMP ASSEMBLY,2508.89,3035.76
9460614071,INJECTION-PUMP ASSEMBLY,3042.85,3681.85
9460614102,INJECTION-PUMP ASSEMBLY,3615.38,4374.61
9460614104,INJECTION-PUMP ASSEMBLY,2571.10,3111.03
9460614108,INJECTION-PUMP ASSEMBLY,2026.43,2451.98
9460614113,INJECTION-PUMP ASSEMBLY,2708.69,3277.51
9460614129,INJECTION-PUMP ASSEMBLY,1724.06,2086.11
9460614144,INJECTION-PUMP ASSEMBLY,1614.71,1953.80
9460614145,INJECTION-PUMP ASSEMBLY,1730.51,2093.92
9460614148,INJECTION-PUMP ASSEMBLY,3042.85,3681.85
9460614149,INJECTION-PUMP ASSEMBLY,2740.48,3315.98
9460614153,INJECTION-PUMP ASSEMBLY,2695.47,3261.52
9460614156,DISTRIBUTOR PUMP,2055.71,2487.41
9460614157,INJECTION-PUMP ASSEMBLY,1872.23,2265.39
9460614158,INJECTION-PUMP ASSEMBLY,2158.92,2612.29
9460614159,DISTRIBUTOR PUMP,2425.28,2934.59
9460614160,INJECTION-PUMP ASSEMBLY,3107.58,3760.17
9460614161,INJECTION-PUMP ASSEMBLY,2793.97,3380.71
9460614178,INJECTION-PUMP ASSEMBLY,2425.28,2934.59
9460614184,INJECTION-PUMP ASSEMBLY,2180.83,2638.80
9460614186,INJECTION-PUMP ASSEMBLY,2874.53,3478.19
9460614187,INJECTION-PUMP ASSEMBLY,2611.72,3160.18
9460614189,INJECTION-PUMP ASSEMBLY,3042.85,3681.85
9460614191,INJECTION-PUMP ASSEMBLY,2161.51,2615.43
9460614192,INJECTION-PUMP ASSEMBLY,2534.63,3066.90
9460614194,INJECTION-PUMP ASSEMBLY,1910.64,2311.87
9460614198,INJECTION-PUMP ASSEMBLY,3145.78,3806.39
9460614201,INJECTION-PUMP ASSEMBLY,2341.64,2833.38
9460614205,INJECTION-PUMP ASSEMBLY,2624.69,3175.88
9460614206,INJECTION-PUMP ASSEMBLY,2961.05,3582.87
9460614207,INJECTION-PUMP ASSEMBLY,930.80,1126.27
9460614211,INJECTION-PUMP ASSEMBLY,2237.06,2706.84
9460614227,INJECTION-PUMP ASSEMBLY,2161.51,2615.43
9460614228,INJECTION-PUMP ASSEMBLY,2791.94,3378.25
9460614229,INJECTION-PUMP ASSEMBLY,2927.06,3541.75
9460614236,INJECTION-PUMP ASSEMBLY,1794.84,2171.75
9460614241,FUEL-INJECTION PUMP,2264.44,2739.97
9460614243,FUEL-INJECTION PUMP,2264.44,2739.97
9460614244,FUEL-INJECTION PUMP,2431.69,2942.34
9460614246,FUEL-INJECTION PUMP,2431.69,2942.34
9460614258,INJECTION-PUMP ASSEMBLY,1794.84,2171.75
9460614291,INJECTION-PUMP ASSEMBLY,2444.56,2957.92
9460614293,INJECTION-PUMP ASSEMBLY,2470.29,2989.05
9460614350,INJECTION-PUMP ASSEMBLY,2528.21,3059.13
9460614379,INJECTION-PUMP ASSEMBLY,2824.12,3417.19
9460614384,INJECTION-PUMP ASSEMBLY,2894.87,3502.79
9460614386,INJECTION-PUMP ASSEMBLY,3351.64,4055.49
9460614395,INJECTION-PUMP ASSEMBLY,3053.03,3694.17
9460614396,INJECTION-PUMP ASSEMBLY,3280.86,3969.84
9460614397,INJECTION-PUMP ASSEMBLY,2485.78,3007.80
9460614401,INJECTION-PUMP ASSEMBLY,2348.08,2841.18
9460614414,INJECTION-PUMP ASSEMBLY,2811.26,3401.63
9460614416,INJECTION-PUMP ASSEMBLY,3042.85,3681.85
9460614418,DISTRIBUTOR PUMP,2753.34,3331.54
9460614437,INJECTION-PUMP ASSEMBLY,2148.64,2599.85
9460614438,INJECTION-PUMP ASSEMBLY,2541.07,3074.70
9460614476,INJECTION-PUMP ASSEMBLY,1968.51,2381.90
9460614514,INJECTION-PUMP ASSEMBLY,3235.84,3915.37
9460614519,INJECTION-PUMP ASSEMBLY,2463.88,2981.30
9460614523,INJECTION-PUMP ASSEMBLY,2309.48,2794.47
9460614525,INJECTION-PUMP ASSEMBLY,2097.17,2537.58
9460614544,INJECTION-PUMP ASSEMBLY,2781.75,3365.92
9460614547,INJECTION-PUMP ASSEMBLY,3042.85,3681.85
9460614549,INJECTION-PUMP ASSEMBLY,2153.22,2605.40
9460614566,INJECTION-PUMP ASSEMBLY,2624.69,3175.88
9460614662,INJECTION-PUMP ASSEMBLY,2367.36,2864.51
9460614693,INJECTION-PUMP ASSEMBLY,2476.75,2996.86
9460614744,INJECTION-PUMP ASSEMBLY,2489.61,3012.43
9460614764,INJECTION-PUMP ASSEMBLY,2701.88,3269.27
9460614803,INJECTION-PUMP ASSEMBLY,2560.35,3098.03
9460614827,INJECTION-PUMP ASSEMBLY,2322.36,2810.05
9460614833,INJECTION-PUMP ASSEMBLY,2032.85,2459.74
9460614855,INJECTION-PUMP ASSEMBLY,2869.14,3471.66
9460614870,INJECTION-PUMP ASSEMBLY,2116.49,2560.95
9460614920,INJECTION-PUMP ASSEMBLY,1968.51,2381.90
9460614921,INJECTION-PUMP ASSEMBLY,1942.78,2350.77
9460614922,INJECTION-PUMP ASSEMBLY,2155.09,2607.66
9460614938,INJECTION-PUMP ASSEMBLY,2013.57,2436.41
9460614940,INJECTION-PUMP ASSEMBLY,2077.89,2514.25
9460614944,INJECTION-PUMP ASSEMBLY,2013.57,2436.41
9460614962,INJECTION-PUMP ASSEMBLY,3293.72,3985.40
9460614964,INJECTION-PUMP ASSEMBLY,2991.39,3619.58
9460614966,INJECTION-PUMP ASSEMBLY,1801.26,2179.52
9460614998,INJECTION-PUMP ASSEMBLY,2788.31,3373.85
9460615017,DISTRIBUTOR PUMP,3703.75,4481.53
9460615062,INJECTION-PUMP ASSEMBLY,2290.16,2771.10
9460615068,INJECTION-PUMP ASSEMBLY,2463.82,2981.22
9460615079,DISTRIBUTOR PUMP,2508.89,3035.76
9460615081,INJECTION-PUMP ASSEMBLY,2541.94,3075.74
9460615093,DISTRIBUTOR PUMP,2039.29,2467.54
9460620001,DISTRIBUTOR PUMP,1753.30,2121.50
9460620001,DISTRIBUTOR PUMP,1753.30,2121.50
9460620002,DISTRIBUTOR PUMP,1909.39,2310.36
9460620008,DISTRIBUTOR PUMP,1425.09,1724.36
9460620009,DISTRIBUTOR PUMP,1438.45,1740.52
9460620011,DISTRIBUTOR PUMP,1629.22,1971.36
9460620011,DISTRIBUTOR PUMP,1629.22,1971.36
9460620013,DISTRIBUTOR PUMP,2015.48,2438.74
9460620014,DISTRIBUTOR PUMP,1388.85,1680.50
9460620015,DISTRIBUTOR PUMP,1842.64,2229.60
9460620016,DISTRIBUTOR PUMP,1474.69,1784.38
9460620017,DISTRIBUTOR PUMP,1480.42,1791.31
9460620017,DISTRIBUTOR PUMP,1480.42,1791.31
9460620019,DISTRIBUTOR PUMP,3412.97,4129.70
9460620020,DISTRIBUTOR PUMP,3115.36,3769.59
9460620021,DISTRIBUTOR PUMP,1699.63,2056.56
9461031303,BLADE TERMINAL,0.58,0.70
9461033301,DELIVERY-VALVE HOLDER,12.15,14.70
9461033302,HEX NUT,1.66,2.01
9461035118,ASSEMBLY OF SERVICE PARTS,280.43,339.32
9461038313,HYDRAULIC HEAD,757.67,916.78
9461080408,HYDRAULIC HEAD,357.47,432.54
9461610019,SEAL  RING,5.49,6.64
9461610021,COILED SPRING,2.66,3.22
9461610022,CAPSULE,1.36,1.65
9461610032,KEY,23.77,28.76
9461610036,PLAIN WASHER,2.27,2.74
9461610037,PLAIN WASHER,1.36,1.65
9461610040,CAP NUT,14.09,17.05
9461610042,FLYWEIGHT,9.86,11.93
9461610047,COUNTERSUNK-HEAD SCREW,0.97,1.17
9461610048,COUNTERSUNK-HEAD SCREW,0.97,1.17
9461610049,COUNTERSUNK-HEAD SCREW,0.97,1.17
9461610053,CAPSULE,36.81,44.55
9461610054,CAPSULE,4.65,5.63
9461610055,CAPSULE,4.65,5.63
9461610061,EYE BOLT,5.88,7.12
9461610074,SERVICE KIT,73.50,88.94
9461610081,PUMP HOUSING,179.64,217.37
9461610082,PUMP HOUSING,206.11,249.39
9461610085,PUMP HOUSING,134.46,162.69
9461610088,SUPPLY PUMP,36.83,44.56
9461610089,SUPPLY PUMP,33.07,40.01
9461610090,THRUST RING,4.96,6.00
9461610091,CONTROL VALVE,9.76,11.81
9461610092,CONTROL VALVE,35.19,42.58
9461610093,CONTROL VALVE,12.54,15.17
9461610094,SPRING WASHER,3.10,3.76
9461610095,OVERFLOW VALVE,5.49,6.64
9461610096,OVERFLOW VALVE,9.73,11.78
9461610097,OVERFLOW VALVE,5.49,6.64
9461610099,HOLLOW BOLT,8.10,9.81
9461610100,DRIVE SHAFT,33.12,40.07
9461610101,DRIVE SHAFT,63.75,77.13
9461610102,DRIVE SHAFT,50.47,61.06
9461610103,DRIVE SHAFT,83.13,100.59
9461610104,DRIVE SHAFT,24.95,30.19
